stop_id,stop_name,code,distance,stop_points/0/code,stop_points/0/stop_id,stop_points/0/stop_lat,stop_points/0/stop_lon,stop_points/0/stop_name,stop_points/1/code,stop_points/1/stop_id,stop_points/1/stop_lat,stop_points/1/stop_lon,stop_points/1/stop_name,stop_points/2/code,stop_points/2/stop_id,stop_points/2/stop_lat,stop_points/2/stop_lon,stop_points/2/stop_name,stop_points/3/code,stop_points/3/stop_id,stop_points/3/stop_lat,stop_points/3/stop_lon,stop_points/3/stop_name,stop_points/4/code,stop_points/4/stop_id,stop_points/4/stop_lat,stop_points/4/stop_lon,stop_points/4/stop_name,stop_points/5/code,stop_points/5/stop_id,stop_points/5/stop_lat,stop_points/5/stop_lon,stop_points/5/stop_name
COSL,Colorado at Salt & Light,MTD1860,32633.51,MTD1860,COSL:2,40.094728,-88.192947,Colorado at Salt & Light (North Side),,,,,,,,,,,,,,,,,,,,,,,,,
CPRRDGBLKHK,Copper Ridge and Blackhawk,MTD5500,8757.89,MTD5500,CPRRDGBLKHK:1,40.085188,-88.314733,Copper Ridge & Blackhawk (NE Corner),MTD5500,CPRRDGBLKHK:3,40.085111,-88.314981,Copper Ridge & Blackhawk (South Side),,,,,,,,,,,,,,,,,,,,
CPRRDGCPR,Copper Ridge and Copper,MTD1224,9121.06,MTD1224,CPRRDGCPR:1,40.084753,-88.317673,Copper Ridge & Copper (North Side),MTD1224,CPRRDGCPR:3,40.084632,-88.317931,Copper Ridge & Copper (SW Corner),,,,,,,,,,,,,,,,,,,,
CPRRDGIRNWD,Copper Ridge and Ironwood,MTD3207,9033.82,MTD3207,CPRRDGIRNWD:3,40.084694,-88.317066,Copper Ridge & Ironwood (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
CPRRDGMLKN,Copper Ridge and Mullikin,MTD0634,9495.36,MTD0634,CPRRDGMLKN:1,40.084743,-88.32191,Copper Ridge & Mullikin (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CPRRDGSND,Copper Ridge and Sand,MTD2101,8879.31,MTD2101,CPRRDGSND:3,40.084867,-88.315685,Copper Ridge & Sand (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
CPRSPTSTLWTR,Cyprus Point and Stillwater Landing,MTD3151,40296.63,MTD3151,CPRSPTSTLWTR:2,40.090024,-88.166133,Cyprus Point & Stillwater Landing (SE),,,,,,,,,,,,,,,,,,,,,,,,,
CPTVASNBL,Captiva and Sanibel,MTD2309,36049.16,MTD2309,CPTVASNBL:4,40.140627,-88.186189,Captiva & Sanibel (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRNDODVR,Coronado and Dover,MTD6767,15910.19,MTD6767,CRNDODVR:8,40.096187,-88.253943,Coronado & Dover (NW Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
CRNDOVTRA,Coronado and Ventura,MTD1243,15936.55,MTD1243,CRNDOVTRA:2,40.09673,-88.253458,Coronado & Ventura (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CROL,Carroll between Community Center and Ker,MTD5542,32196.78,MTD5542,CROL:1,40.123507,-88.194708,Carroll (West Side),,,,,,,,,,,,,,,,,,,,,,,,,
CROLKER,Carroll and Kerr,MTD7461,32124.03,MTD7461,CROLKER:1,40.122113,-88.19455,Carroll & Kerr (NE Corner),MTD7461,CROLKER:3,40.122065,-88.194807,Carroll & Kerr (South Side),MTD7461,CROLKER:4,40.12218,-88.194677,Carroll & Kerr (NW Corner),,,,,,,,,,,,,,,
CRSGTCHWK,Crossgate and Charwick,MTD7644,7112.43,MTD7644,CRSGTCHWK:1,40.091047,-88.319236,Crossgate & Charwick (North Side),,,,,,,,,,,,,,,,,,,,,,,,,
CRSGTCRSGTCT,Crossgate and Crossgate Ct.,MTD1623,6967.51,MTD1623,CRSGTCRSGTCT:1,40.08976,-88.315407,Crossgate & Crossgate Ct. (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRSGTIRNWD,Crossgate and Ironwood Ln,MTD3650,7158.85,MTD3650,CRSGTIRNWD:1,40.089727,-88.315323,Crossgate & Ironwood Ln (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRSNTGRNDL,Crescent and Greendale,MTD1162,8134.2,MTD1162,CRSNTGRNDL:2,40.100153,-88.281408,Crescent & Greendale (SE Corner),MTD1162,CRSNTGRNDL:4,40.100315,-88.281542,Crescent & Greendale (West Side),,,,,,,,,,,,,,,,,,,,
CRSNTJMS,Crescent at Jefferson Middle School,MTD4272,7754.42,MTD4272,CRSNTJMS:4,40.104118,-88.281317,Jefferson Middle School,,,,,,,,,,,,,,,,,,,,,,,,,
CRSNTJOHN,Crescent and John,MTD1752,7584.52,MTD1752,CRSNTJOHN:2,40.108752,-88.281301,Crescent & John (SE),MTD1752,CRSNTJOHN:4,40.109363,-88.2814,Crescent & John (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSNTPKDL,Crescent and Parkdale,MTD2355,8411.89,MTD2355,CRSNTPKDL:2,40.097562,-88.282007,Crescent & Parkdale (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRSNTRBM,Crescent and Round Barn Manor,MTD3412,7584.81,MTD3412,CRSNTRBM:1,40.110377,-88.281438,Round Barn Manor (West Side),,,,,,,,,,,,,,,,,,,,,,,,,
CRSNTROD,Crescent and Rodney,MTD0241,8353.83,MTD0241,CRSNTROD:4,40.097377,-88.282412,Crescent & Rodney (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRSNTSANG,Crescent and Sangamon,MTD4557,7870.03,MTD4557,CRSNTSANG:2,40.10224,-88.281435,Crescent & Sangamon (SE Corner),MTD4557,CRSNTSANG:4,40.1025,-88.281537,Crescent & Sangamon (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSNTSWD,Crescent and Southwood,MTD5221,8459.04,MTD5221,CRSNTSWD:2,40.095655,-88.283208,Crescent & Southwood (SE Corner),MTD5221,CRSNTSWD:4,40.09589,-88.283316,Crescent & Southwood (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSNTWLM,Crescent and William,MTD5451,7633.31,MTD5451,CRSNTWLM:2,40.10599,-88.281267,Crescent & William (SE Corner),MTD5451,CRSNTWLM:4,40.106173,-88.28137,Crescent & William (West Side),,,,,,,,,,,,,,,,,,,,
CRSTWDBRAD,Crestwood and Bradley,MTD4333,7286.81,MTD4333,CRSTWDBRAD:2,40.127552,-88.300077,Crestwood & Bradley (SE Corner),MTD4333,CRSTWDBRAD:3,40.127625,-88.300222,Crestwood & Bradley (SW Corner),,,,,,,,,,,,,,,,,,,,
CRSTWDCLTN,Crestwood and Clayton,MTD6131,5529.19,MTD6131,CRSTWDCLTN:1,40.122554,-88.300607,Crestwood & Clayton (NE Corner),MTD6131,CRSTWDCLTN:4,40.12264,-88.300792,Crestwood & Clayton (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSTWDEDHFMN,Crestwood and Edward Hoffman,MTD5367,7092.1,MTD5367,CRSTWDEDHFMN:2,40.12692,-88.300102,Crestwood & Edward Hoffman (SE Corner),MTD5367,CRSTWDEDHFMN:4,40.127133,-88.30022,Crestwood & Edward Hoffman (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSTWDFLNC,Crestwood and Florence,MTD7464,6753.49,MTD7464,CRSTWDFLNC:4,40.126217,-88.300485,Crestwood & Florence (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRSTWDKTLYN,Crestwood and Katie Lynn,MTD7322,6434.41,MTD7322,CRSTWDKTLYN:2,40.125171,-88.300695,Crestwood & Katie Lynn (SE Corner),MTD7322,CRSTWDKTLYN:4,40.125372,-88.300778,Crestwood & Katie Lynn (NW Corner),,,,,,,,,,,,,,,,,,,,
CRSTWDLDU,Crestwood and Ladue,MTD1254,6163.16,MTD1254,CRSTWDLDU:4,40.124565,-88.300753,Crestwood & Ladue (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CRTSWNSTN,Curtis and Wynstone,MTD2530,15738.35,MTD2530,CRTSWNSTN:1,40.069327,-88.285182,Curtis & Wynstone (NE Corner),MTD2530,CRTSWNSTN:3,40.069269,-88.285558,Curtis & Wynstone (SW Corner),,,,,,,,,,,,,,,,,,,,
CSQRCT,Country Squire Ct.,MTD7011,34454.44,MTD7011,CSQRCT:2,40.102829,-88.185119,Country Squire Ct. (North Side),MTD7011,CSQRCT:4,40.102887,-88.185323,Country Squire Ct. (NW),,,,,,,,,,,,,,,,,,,,
CSQRKNCH,Country Squire and Kinch,MTD6556,35494.77,MTD6556,CSQRKNCH:2,40.10238,-88.181335,Country Squire & Kinch (SE Corner),MTD6556,CSQRKNCH:3,40.102463,-88.181538,Country Squire & Kinch (SW Corner),MTD6556,CSQRKNCH:4,40.10258,-88.181443,Country Squire & Kinch (NW Corner),MTD6556,CSQRKNCH:8,40.102523,-88.181747,Country Squire & Kinch (NW Far Side),,,,,,,,,,
CTGRVBRITN,Cottage Grove and Brighton,MTD6543,32076.73,MTD6543,CTGRVBRITN:2,40.093085,-88.195265,Cottage Grove & Brighton (SE Corner),MTD6543,CTGRVBRITN:4,40.093053,-88.195412,Cottage Grove & Brighton (NW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVCO,Cottage Grove and Colorado,MTD4223,32145.13,MTD4223,CTGRVCO:1,40.094717,-88.19465,Cottage Grove & Colorado (NE Corner),MTD4223,CTGRVCO:2,40.094613,-88.194807,Cottage Grove & Colorado (SE Corner),MTD4223,CTGRVCO:4,40.094135,-88.194855,Cottage Grove & Colorado (NW Corner),,,,,,,,,,,,,,,
CTGRVERN,Cottage Grove and Eastern,MTD3622,31522.37,MTD3622,CTGRVERN:2,40.104243,-88.1956,Cottage Grove & Eastern (SE Corner),MTD3622,CTGRVERN:4,40.104317,-88.19568,Cottage Grove & Eastern (NW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVGNWD,Cottage Grove and Glenwood Oaks,MTD6151,32011.91,MTD6151,CTGRVGNWD:4,40.096412,-88.194919,Cottage Grove & Glenwood Oaks (NW),,,,,,,,,,,,,,,,,,,,,,,,,
CTGRVGRN,Cottage Grove and Green,MTD5363,31437.81,MTD5363,CTGRVGRN:2,40.110847,-88.195737,Cottage Grove & Green (SE Corner),MTD5363,CTGRVGRN:3,40.11088,-88.195992,Cottage Grove & Green (SW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVHRDG,Cottage Grove and Harding,MTD0547,32179.48,MTD0547,CTGRVHRDG:1,40.09391,-88.19474,Cottage Grove & Harding (NE Corner),MTD0547,CTGRVHRDG:2,40.093812,-88.19487,Cottage Grove & Harding (SE Corner),MTD0547,CTGRVHRDG:4,40.093811,-88.194748,Cottage Grove & Harding (NW Corner),,,,,,,,,,,,,,,
CTGRVIL,Cottage Grove and Illinois,MTD4244,31448.26,MTD4244,CTGRVIL:2,40.109368,-88.195718,Cottage Grove & Illinois (SE Corner),MTD4244,CTGRVIL:4,40.109478,-88.195803,Cottage Grove & Illinois (NW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVMCHM,Cottage Grove and Mitchem,MTD5205,32043.27,MTD5205,CTGRVMCHM:4,40.092453,-88.195645,Cottage Grove & Mitchem (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CTGRVOR,Cottage Grove and Oregon,MTD2321,31449.82,MTD2321,CTGRVOR:2,40.107728,-88.195708,Cottage Grove & Oregon (SE Corner),MTD2321,CTGRVOR:4,40.107843,-88.195807,Cottage Grove & Oregon (NW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVPA,Cottage Grove and Penn.,MTD4365,31637.92,MTD4365,CTGRVPA:2,40.099887,-88.195568,Cottage Grove & Penn (SE Corner),MTD4365,CTGRVPA:3,40.099925,-88.195758,Cottage Grove & Penn (SW Corner),,,,,,,,,,,,,,,,,,,,
CTGRVWASH,Cottage Grove and Washington,MTD1636,31481.56,MTD1636,CTGRVWASH:2,40.105551,-88.195645,Cottage Grove & Washington (SE Corner),MTD1636,CTGRVWASH:4,40.105787,-88.195732,Cottage Grove & Washington (NW Corner),,,,,,,,,,,,,,,,,,,,
CTRYBNDSPGHL,Country Bend and Springhill,MTD1276,11042.21,MTD1276,CTRYBNDSPGHL:3,40.07988,-88.296189,Country Bend & Springhill (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CTSMDW,Curtis and Meadow,MTD2208,15373.37,MTD2208,CTSMDW:2,40.069267,-88.288883,Curtis & Meadow (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
CTSMDWBRTN,Curtis Meadow and Brighton,MTD0265,5086.65,MTD0265,CTSMDWBRTN:1,40.096728,-88.317859,Curtis Meadow & Brighton (North Side),MTD0265,CTSMDWBRTN:3,40.096775,-88.318065,Curtis Meadow & Brighton (SW Corner),,,,,,,,,,,,,,,,,,,,
CTSMDWFXBRGH,Curtis Meadow and Foxborough,MTD2466,4932.78,MTD2466,CTSMDWFXBRGH:1,40.096371,-88.315704,Curtis Meadow & Foxborough (North Side),MTD2466,CTSMDWFXBRGH:3,40.096332,-88.3159,Curtis Meadow & Foxborough (SW Corner),,,,,,,,,,,,,,,,,,,,
CTSMDWSTLY,Curtis Meadow and Staley,MTD2570,4777.2,MTD2570,CTSMDWSTLY:3,40.096287,-88.314412,Curtis Meadow & Staley (SW Corner),MTD2570,CTSMDWSTLY:4,40.096497,-88.314322,Curtis Meadow & Staley (NW Corner),,,,,,,,,,,,,,,,,,,,
CTSWIN,Curtis Road at Winfield Village,MTD6620,22720.54,MTD6620,CTSWIN:1,40.068917,-88.245784,Curtis Rd. at Winfield Village,,,,,,,,,,,,,,,,,,,,,,,,,
CUPHD,Public Health District on Kenyon,MTD4157,19733.59,MTD4157,CUPHD:2,40.133654,-88.245738,Public Health District (North Side),,,,,,,,,,,,,,,,,,,,,,,,,
CVTRYMYNRD,Coventry and Maynard,MTD8341,5861.52,MTD8341,CVTRYMYNRD:2,40.093424,-88.301544,Coventry & Maynard (SE Corner),MTD8341,CVTRYMYNRD:4,40.093543,-88.301547,Coventry & Maynard (NW Corner),,,,,,,,,,,,,,,,,,,,
CVTRYRXFRD,Coventry and Roxford,MTD2441,4876.36,MTD2441,CVTRYRXFRD:2,40.096192,-88.301774,Coventry & Roxford (SE Corner),MTD2441,CVTRYRXFRD:4,40.096392,-88.301867,Coventry & Roxford (NW Corner),,,,,,,,,,,,,,,,,,,,
DART,DART,MTD1453,33406.97,MTD1453,DART:1,40.111179,-88.188819,DART (West Side),MTD1453,DART:2,40.111208,-88.188743,DART (East Side),,,,,,,,,,,,,,,,,,,,
DCC,Devonshire Center,MTD4751,16683,MTD4751,DCC:1,40.08951,-88.254378,Devonshire Corporate Center (South Side),MTD4751,DCC:2,40.089565,-88.253938,Devonshire Corporate Center (North Side),,,,,,,,,,,,,,,,,,,,
DDSNIL,Dodson and Illinois,MTD1670,36917.06,MTD1670,DDSNIL:1,40.108693,-88.176113,Dodson & Illinois (NE Corner),MTD1670,DDSNIL:2,40.108562,-88.1762,Dodson & Illinois (SE Corner),,,,,,,,,,,,,,,,,,,,
DDSNWASH,Dodson and Washington,MTD6360,36933.77,MTD6360,DDSNWASH:1,40.105812,-88.176032,Dodson & Washington (NE Corner),MTD6360,DDSNWASH:4,40.105905,-88.176243,Dodson & Washington (NW Corner),MTD6360,DDSNWASH:5,40.106043,-88.17617,Dodson & Washington (NE Far Side),,,,,,,,,,,,,,,
DEPOT,MTD Garage,MTD0623,31117.16,MTD0623,DEPOT:1,40.116158,-88.197342,MTD Garage,MTD0623,DEPOT:9,40.116138,-88.197396,MTD Garage,,,,,,,,,,,,,,,,,,,,
DNCNBLR,Duncan and Blair,MTD5051,3721.53,MTD5051,DNCNBLR:2,40.110759,-88.295385,Duncan & Blair (SE Corner),MTD5051,DNCNBLR:4,40.110888,-88.295485,Duncan & Blair (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNCLKRD,Duncan and Clark,MTD3333,4823.45,MTD3333,DNCNCLKRD:2,40.11739,-88.29547,Duncan & Clark (SE Corner),MTD3333,DNCNCLKRD:4,40.117645,-88.295553,Duncan & Clark (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNCLTN,Duncan and Clayton,MTD2633,6135.28,MTD2633,DNCNCLTN:4,40.122527,-88.295606,Duncan & Clayton (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DNCNCRSNG,Duncan and Crossing Ct.,MTD1600,9514.53,MTD1600,DNCNCRSNG:2,40.084568,-88.295132,Duncan & Crossing Ct. (SE Corner),MTD1600,DNCNCRSNG:4,40.084815,-88.295255,Duncan & Crossing Ct. (NW Corner),MTD1600,DNCNCRSNG:5,40.084542,-88.295093,Duncan & Crossing Ct. (NE Far Side),,,,,,,,,,,,,,,
DNCNCSTRG,Duncan and Crestridge,MTD0269,10578.89,MTD0269,DNCNCSTRG:2,40.081475,-88.295135,Duncan & Crestridge (SE Corner),MTD0269,DNCNCSTRG:6,40.08151,-88.294465,Duncan & Crestridge (SE Far Side),,,,,,,,,,,,,,,,,,,,
DNCNLGR,Duncan and Lager,MTD4543,4278.36,MTD4543,DNCNLGR:2,40.114795,-88.295453,Duncan & Lager (SE Corner),MTD4543,DNCNLGR:4,40.114998,-88.29552,Duncan & Lager (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNLWNDL,Duncan and Lawndale,MTD2507,4898.49,MTD2507,DNCNLWNDL:1,40.099982,-88.295123,Duncan & Lawndale (NE Corner),MTD2507,DNCNLWNDL:2,40.099822,-88.295186,Duncan & Lawndale (SE Corner),,,,,,,,,,,,,,,,,,,,
DNCNMWW,Duncan and Meadows West,MTD4827,11608.2,MTD4827,DNCNMWW:3,40.078454,-88.295268,Duncan & Meadows West (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DNCNPMDW,Duncan and Prairie Meadow,MTD3371,8173.21,MTD3371,DNCNPMDW:2,40.088547,-88.295173,Duncan & Prairie Meadow (SE Corner),MTD3371,DNCNPMDW:4,40.088812,-88.295235,Duncan & Prairie Meadow (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNRDGWD,Duncan and Ridgewood,MTD7431,3843.56,MTD7431,DNCNRDGWD:4,40.112232,-88.295511,Duncan & Ridgewood (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DNCNRLACR,Duncan and Rolling Acres,MTD8147,15419.99,MTD8147,DNCNRLACR:6,40.067708,-88.294756,Duncan & Rolling Acres (SE Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
DNCNSTNBK,Duncan and Stoneybrook,MTD0411,7332.41,MTD0411,DNCNSTNBK:3,40.091131,-88.295407,Duncan & Stoneybrook (SW Corner),MTD0411,DNCNSTNBK:4,40.091286,-88.295275,Duncan & Stoneybrook (NW Corner),MTD0411,DNCNSTNBK:8,40.091192,-88.29561,Duncan & Stoneybrook (NW Far Side),,,,,,,,,,,,,,,
DNCNSWOOD,Duncan and Southwood,MTD7342,6675.95,MTD7342,DNCNSWOOD:2,40.093187,-88.295176,Duncan & Southwood (SE Corner),MTD7342,DNCNSWOOD:4,40.093393,-88.295767,Duncan & Southwood (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNVLR,Duncan and Valerie,MTD1635,8413.74,MTD1635,DNCNVLR:4,40.129632,-88.295744,Duncan & Valerie (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DNCNVYBK,Duncan and Valleybrook,MTD6170,8847.62,MTD6170,DNCNVYBK:2,40.086497,-88.295168,Duncan & Valleybrook (SE Corner),MTD6170,DNCNVYBK:4,40.086738,-88.295233,Duncan & Valleybrook (NW Corner),,,,,,,,,,,,,,,,,,,,
DNCNWTRSN,Duncan and Watterson,MTD5808,5909.71,MTD5808,DNCNWTRSN:2,40.095922,-88.29516,Duncan & Watterson (SE Corner),MTD5808,DNCNWTRSN:4,40.096075,-88.295336,Duncan & Watterson (NW Corner),,,,,,,,,,,,,,,,,,,,
DODSLYBK,Dodson Dr. East and Slayback,MTD5232,38021.48,MTD5232,DODSLYBK:2,40.117038,-88.172632,Dodson East & Slayback (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DSC,Bradley at DSC,MTD4207,13150.56,MTD4207,DSC:1,40.127262,-88.268103,Development Services Center (South),MTD4207,DSC:2,40.127377,-88.268178,Development Services Center (North Side),,,,,,,,,,,,,,,,,,,,
DSCCLK,D.S.C. on Clark,MTD1274,4406.85,MTD1274,DSCCLK:2,40.117687,-88.297981,D.S.C. on Clark (East Side),,,,,,,,,,,,,,,,,,,,,,,,,
DVNLSDED,Devonshire and Lakeside Dr.,MTD2666,11805.15,MTD2666,DVNLSDED:3,40.09082,-88.273168,Devonshire & Lakeside (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DVNMYFR,Devonshire and Mayfair,MTD3102,12958.67,MTD3102,DVNMYFR:3,40.089662,-88.269225,Devonshire & Mayfair (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DVNPCH,Devonshire and Peach,MTD3435,16388.86,MTD3435,DVNPCH:1,40.089653,-88.25514,Devonshire & Peach (NE Corner),MTD3435,DVNPCH:3,40.08958,-88.255405,Devonshire & Peach (SW Corner),,,,,,,,,,,,,,,,,,,,
DVNSNPR,Devonshire and Sandpiper,MTD4576,12174.15,MTD4576,DVNSNPR:3,40.090463,-88.271893,Devonshire & Sandpiper (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
DVRBLBOA,Dover and Balboa,MTD6454,15431.03,MTD6454,DVRBLBOA:4,40.095053,-88.256085,Dover & Balboa (NW Corner),MTD6454,DVRBLBOA:5,40.0951,-88.255876,Dover & Balboa (NE Far Side),,,,,,,,,,,,,,,,,,,,
E14,Lot E-14,MTD3513,19540.88,MTD3513,E14:1,40.095637,-88.240497,Lot E-14 (South Shelter),MTD3513,E14:2,40.095688,-88.240565,Lot E-14 (North Shelter),,,,,,,,,,,,,,,,,,,,
EAST,Eastern,MTD5243,32928.29,MTD5243,EAST:1,40.124978,-88.192378,Eastern (West Side),MTD5243,EAST:2,40.124888,-88.192288,Eastern (East Side),,,,,,,,,,,,,,,,,,,,
EASTKER,Eastern and Kerr,MTD2327,32763.2,MTD2327,EASTKER:3,40.12206,-88.192402,Eastern & Kerr (SW Corner),MTD2327,EASTKER:4,40.122217,-88.192327,Eastern & Kerr (NW Corner),,,,,,,,,,,,,,,,,,,,
EMS,Edison Middle School,MTD4045,16894.06,MTD4045,EMS:2,40.110223,-88.247692,Edison Middle School,MTD4045,EMS:9,40.110196,-88.248214,Edison Middle School,,,,,,,,,,,,,,,,,,,,
FAR,Florida Ave. Residence Hall,MTD1366,24664.39,MTD1366,FAR:1,40.099282,-88.22093,FAR (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
FLADAMS,Florida and Adams,MTD6516,33582.75,MTD6516,FLADAMS:1,40.09833,-88.188662,Florida & Adams (NE Corner),MTD6516,FLADAMS:3,40.098217,-88.189107,Florida & Adams (SW Corner),,,,,,,,,,,,,,,,,,,,
FLADRSN,Florida and Anderson,MTD5305,30465.92,MTD5305,FLADRSN:2,40.098223,-88.200063,Florida & Anderson (SE Corner),MTD5305,FLADRSN:3,40.098315,-88.200297,Florida & Anderson (SW Corner),MTD5305,FLADRSN:4,40.09843,-88.200158,Florida & Anderson (NW Corner),,,,,,,,,,,,,,,
FLBRDWY,Florida and Broadway,MTD4031,28558.98,MTD4031,FLBRDWY:1,40.098353,-88.20701,Florida & Broadway (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
FLBRMD,Florida and Bermuda,MTD9564,36210.32,MTD9564,FLBRMD:1,40.098893,-88.179257,Florida & Bermuda (NE Corner),MTD9564,FLBRMD:3,40.098835,-88.179408,Florida & Bermuda (SW Corner),,,,,,,,,,,,,,,,,,,,
FLBUSEY,Florida and Busey,MTD7201,25663.85,MTD7201,FLBUSEY:1,40.098262,-88.217393,Florida & Busey (NE Corner),MTD7201,FLBUSEY:3,40.098187,-88.217632,Florida & Busey (SW Corner),,,,,,,,,,,,,,,,,,,,
FLCRTS,Florida and Curtiss,MTD1462,35146.07,MTD1462,FLCRTS:1,40.098858,-88.183083,Florida & Curtiss (NE Corner),MTD1462,FLCRTS:3,40.09877,-88.18326,Florida & Curtiss (SW Corner),,,,,,,,,,,,,,,,,,,,
FLCTGRV,Florida and Cottage Grove,MTD2252,31729.83,MTD2252,FLCTGRV:1,40.09842,-88.19532,Florida & Cottage Grove (NE Corner),MTD2252,FLCTGRV:3,40.098319,-88.1958,Florida & Cottage Grove (SW Corner),MTD2252,FLCTGRV:4,40.098507,-88.195582,Florida & Cottage Grove (NW Corner),,,,,,,,,,,,,,,
FLDSFRHL,Fields South and Farhills,MTD0632,8778.59,MTD0632,FLDSFRHL:2,40.084592,-88.308117,Fields South & Farhills (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
FLDSTNHH,Fieldstone at Horizon Hobby,MTD0600,2915.1,MTD0600,FLDSTNHH:1,40.115809,-88.313088,Fieldstone at Horizon Hobby (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
FLDSTNMETRI,Fieldstone at Metritech,MTD0601,2399.46,MTD0601,FLDSTNMETRI:4,40.114924,-88.311067,Fieldstone at Metritech (West Side),,,,,,,,,,,,,,,,,,,,,,,,,
FLFLDR,Florida and Florida Dr.,MTD4711,28064.65,MTD4711,FLFLDR:3,40.098282,-88.20881,Florida & Florida Dr. (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
FLJASCHER,Florida and James Cherry,MTD5736,34597.48,MTD5736,FLJASCHER:1,40.098392,-88.185088,Florida & James Cherry (NE Corner),MTD5736,FLJASCHER:3,40.098262,-88.185267,Florida & James Cherry (SW),,,,,,,,,,,,,,,,,,,,
FLKNCH,Florida and Kinch,MTD0113,35653.92,MTD0113,FLKNCH:1,40.098873,-88.181192,Florida & Kinch (NE Corner),MTD0113,FLKNCH:3,40.098807,-88.1814,Florida & Kinch (SW Corner),MTD0113,FLKNCH:4,40.098978,-88.181407,Florida & Kinch (NW Corner),MTD0113,FLKNCH:5,40.099097,-88.181305,Florida & Kinch (NE Far Side),,,,,,,,,,
FLLNCLN,Florida and Lincoln,MTD6352,25247.62,MTD6352,FLLNCLN:1,40.09826,-88.218862,Florida & Lincoln (NE Corner),MTD6352,FLLNCLN:2,40.09802,-88.218992,Florida & Lincoln (SE Corner),MTD6352,FLLNCLN:4,40.098365,-88.219223,Florida & Lincoln (NW Corner),,,,,,,,,,,,,,,
FLLNDN,Florida and Linden,MTD2543,32235.78,MTD2543,FLLNDN:1,40.098432,-88.193292,Florida & Linden (NE Corner),MTD2543,FLLNDN:3,40.098314,-88.194164,Florida & Linden (SW Corner),,,,,,,,,,,,,,,,,,,,
FLMPL,Florida and Maple,MTD5311,29867.35,MTD5311,FLMPL:1,40.098395,-88.202193,Florida & Maple (NE Corner),MTD5311,FLMPL:3,40.09831,-88.20237,Florida & Maple (South Side),,,,,,,,,,,,,,,,,,,,
FLOD,Florida and Orchard,MTD1151,26533.29,MTD1151,FLOD:2,40.098157,-88.214265,Florida & Orchard (SE Corner),MTD1151,FLOD:3,40.098218,-88.214492,Florida & Orchard (SW Corner),,,,,,,,,,,,,,,,,,,,
FLPHILO,Florida and Philo,MTD7036,33045.76,MTD7036,FLPHILO:1,40.098438,-88.190355,Florida & Philo (NE Corner),MTD7036,FLPHILO:2,40.098198,-88.190625,Florida & Philo (SE Corner),MTD7036,FLPHILO:3,40.098305,-88.19098,Florida & Philo (SW Corner),MTD7036,FLPHILO:4,40.098585,-88.190842,Florida & Philo (NW Corner),,,,,,,,,,
FLPLSNT,Florida and Pleasant Dr.,MTD6751,28677.88,MTD6751,FLPLSNT:3,40.098308,-88.206588,Florida & Pleasant (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
