stop_id,stop_name,code,distance,stop_points/0/code,stop_points/0/stop_id,stop_points/0/stop_lat,stop_points/0/stop_lon,stop_points/0/stop_name,stop_points/1/code,stop_points/1/stop_id,stop_points/1/stop_lat,stop_points/1/stop_lon,stop_points/1/stop_name,stop_points/2/code,stop_points/2/stop_id,stop_points/2/stop_lat,stop_points/2/stop_lon,stop_points/2/stop_name,stop_points/3/code,stop_points/3/stop_id,stop_points/3/stop_lat,stop_points/3/stop_lon,stop_points/3/stop_name,stop_points/4/code,stop_points/4/stop_id,stop_points/4/stop_lat,stop_points/4/stop_lon,stop_points/4/stop_name,stop_points/5/code,stop_points/5/stop_id,stop_points/5/stop_lat,stop_points/5/stop_lon,stop_points/5/stop_name
LNCLNSMR,Lincoln and St. Marys Rd,MTD7337,25487.39,MTD7337,LNCLNSMR:2,40.094482,-88.218958,Lincoln & St. Marys (SE),MTD7337,LNCLNSMR:4,40.094662,-88.219052,Lincoln & St. Mary's (NW Corner),,,,,,,,,,,,,,,,,,,,
LNCLNWSCR,Lincoln and Wascher,MTD4540,25337.1,MTD4540,LNCLNWSCR:2,40.122412,-88.219385,Lincoln & Wascher (SE Corner),MTD4540,LNCLNWSCR:4,40.122495,-88.219537,Lincoln & Wascher (NW Corner),,,,,,,,,,,,,,,,,,,,
LNHSTARBR,Lyndhurst and Arbours Drive,MTD2654,19876.47,MTD2654,LNHSTARBR:2,40.076868,-88.250534,Lyndhurst & Arbours Drive (East side),MTD2654,LNHSTARBR:4,40.076988,-88.2506,Lyndhurst & Arbours Drive (NW Corner),,,,,,,,,,,,,,,,,,,,
LNHSTARBR1,Lyndhurst and Arbours Drive South,MTD5731,19974.98,MTD5731,LNHSTARBR1:4,40.07646,-88.250685,Lyndhurst & Arbour (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
LNHSTBDFD,Lyndhurst and Bedford,MTD4512,19034.91,MTD4512,LNHSTBDFD:2,40.082225,-88.249583,Lyndhurst & Bedford (SE Corner),MTD4512,LNHSTBDFD:4,40.08231,-88.249664,Lyndhurst & Bedford (NW Corner),,,,,,,,,,,,,,,,,,,,
LNHSTBRWS,Lyndhurst and Burwash,MTD6510,20242.95,MTD6510,LNHSTBRWS:1,40.074372,-88.251212,Lyndhurst & Burwash (NE Corner),MTD6510,LNHSTBRWS:4,40.074432,-88.251435,Lyndhurst & Burwash (NW Corner),,,,,,,,,,,,,,,,,,,,
LNHSTEGRN,Lyndhurst and Evergreen Circle,MTD4363,20005.22,MTD4363,LNHSTEGRN:4,40.075508,-88.251363,Lyndhurst & Evergreen Circle (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
LNHSTLNVCT,Lyndhurst and Lyndhurst Village Court,MTD6142,20041.71,MTD6142,LNHSTLNVCT:2,40.075378,-88.251328,Lyndhurst & Lyndhurst Village Ct. (SE),,,,,,,,,,,,,,,,,,,,,,,,,
LNHSTMAGN,Lyndhurst and Magnolia Ct.,MTD5573,19249.75,MTD5573,LNHSTMAGN:4,40.07995,-88.250645,Lyndhurst & Magnolia (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
LNHSTOML,Lyndhurst and Old Maple Lane,MTD5520,19512.2,MTD5520,LNHSTOML:2,40.078965,-88.250217,Lyndhurst & Old Maple Lane (SE Corner),MTD5520,LNHSTOML:4,40.079143,-88.250252,Lyndhurst & Old Maple Lane (NW Corner),,,,,,,,,,,,,,,,,,,,
LNHSTPKLN,Lyndhurst and Park Lane,MTD5712,19078.42,MTD5712,LNHSTPKLN:2,40.080582,-88.250664,Lyndhurst & Park Ln (SE Corner),MTD5712,LNHSTPKLN:3,40.080627,-88.250809,Lyndhurst & Park Ln (SW Corner),MTD5712,LNHSTPKLN:4,40.080742,-88.250725,Lyndhurst & Park Ln (NW Corner),,,,,,,,,,,,,,,
LNVWKLRNY,Linview and Killarney,MTD1250,26715.51,MTD1250,LNVWKLRNY:2,40.132357,-88.217858,Linview & Killarney (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
LRMNHNTR,Lierman and Hunter,MTD4053,33484.91,MTD4053,LRMNHNTR:1,40.103813,-88.188538,Lierman & Hunter (NE Corner),MTD4053,LRMNHNTR:4,40.10393,-88.188712,Lierman & Hunter (NW Corner),,,,,,,,,,,,,,,,,,,,
LSDMYNRD,Lakeshore Dr. and Maynard,MTD1135,6553.37,MTD1135,LSDMYNRD:1,40.091285,-88.302075,Lakeshore & Maynard (NE Corner),MTD1135,LSDMYNRD:4,40.091402,-88.302313,Lakeshore & Maynard (NW Corner),,,,,,,,,,,,,,,,,,,,
LSE,Lincoln Square,MTD0101,28188.67,MTD6514,LSE:1,40.111898,-88.207479,Lincoln Square Garage East,MTD5137,LSE:2,40.111934,-88.207296,Lincoln Square Courthouse,MTD2571,LSE:8,40.111648,-88.20803,Lincoln Square Garage South,,,,,,,,,,,,,,,
LWNDLBLPK,Lawndale and Bellepark,MTD2306,5287.78,MTD2306,LWNDLBLPK:1,40.099935,-88.29333,Lawndale & Bellepark (NE Corner),MTD2306,LWNDLBLPK:3,40.099878,-88.293387,Lawndale & Bellepark (SW Corner),,,,,,,,,,,,,,,,,,,,
MATSANTA,Mattis and Anita,MTD2412,13464.98,MTD2412,MATSANTA:2,40.136695,-88.277082,Mattis & Anita (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSBDMR,Mattis and Broadmoor,MTD6025,10411.15,MTD6025,MATSBDMR:1,40.094295,-88.276185,Mattis & Broadmoor (NE Corner),MTD6025,MATSBDMR:2,40.094146,-88.276378,Mattis & Broadmoor (SE Corner),MTD6025,MATSBDMR:4,40.094343,-88.276545,Mattis & Broadmoor (NW Corner),MTD6025,MATSBDMR:6,40.094216,-88.275929,Mattis & Broadmoor (SE Far Side),,,,,,,,,,
MATSBLOM,Mattis and Bloomington,MTD4722,14146.86,MTD4722,MATSBLOM:4,40.139485,-88.277353,Mattis & Bloomington (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSBRCH,Mattis and Branch Rd.,MTD7046,11959.04,MTD7046,MATSBRCH:2,40.086834,-88.276293,Mattis & Branch (East Side),,,,,,,,,,,,,,,,,,,,,,,,,
MATSDVN,Mattis and Devonshire,MTD4566,11089.45,MTD4566,MATSDVN:2,40.090759,-88.27631,Mattis & Devonshire (SE Corner),MTD4566,MATSDVN:4,40.090912,-88.276505,Mattis & Devonshire (NW Corner),MTD4566,MATSDVN:6,40.090835,-88.276002,Mattis & Devonshire (SE Far Side),,,,,,,,,,,,,,,
MATSGLNPK,Mattis and Glenn Park Dr.,MTD3271,9680.52,MTD3271,MATSGLNPK:2,40.119498,-88.276802,Mattis & Glenn Park (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSGNSQ,Mattis and Gentry Square Ln. South,MTD1233,10820.34,MTD1233,MATSGNSQ:4,40.091842,-88.276523,Mattis & Gentry Square South (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSHRBR,Mattis and Harbor Point,MTD2758,11780.52,MTD2758,MATSHRBR:2,40.087736,-88.276307,Mattis & Harbor Point (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSINT,Mattis and Interstate,MTD6565,16991.74,MTD6565,MATSINT:2,40.148493,-88.27691,Mattis & Interstate (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSMDWDR,Mattis and Meadow Dr.,MTD4511,9454.49,MTD4511,MATSMDWDR:4,40.100098,-88.276613,Mattis & Meadow (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSMNA,Mattis at Mattis North Apartments,MTD6776,13833.12,MTD6776,MATSMNA:2,40.138017,-88.277092,Mattis North Apartments (East Side),,,,,,,,,,,,,,,,,,,,,,,,,
MATSPRNCTN,Mattis and Princeton,MTD1721,9609.53,MTD1721,MATSPRNCTN:2,40.099025,-88.276413,Mattis & Princeton (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSRBR,Mattis and Round Barn Rd.,MTD4946,8819.27,MTD4946,MATSRBR:3,40.110983,-88.2769,Mattis & Round Barn (SW Corner),MTD4946,MATSRBR:4,40.11115,-88.27685,Mattis & Round Barn (NW Corner),MTD4946,MATSRBR:8,40.111072,-88.2773,Mattis & Round Barn (NW Far Side),,,,,,,,,,,,,,,
MATSSANG,Mattis and Sangamon,MTD4064,9173.95,MTD4064,MATSSANG:2,40.102203,-88.276465,Mattis & Sangamon (SE Corner),MTD4064,MATSSANG:3,40.102303,-88.276798,Mattis & Sangamon (SW Corner),MTD4064,MATSSANG:4,40.102542,-88.276657,Mattis & Sangamon (NW Corner),,,,,,,,,,,,,,,
MATSSHRDN,Mattis and Sheridan,MTD6301,9019.89,MTD6301,MATSSHRDN:2,40.105048,-88.276487,Mattis & Sheridan (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSSMC,Mattis and Sumac,MTD5934,12302.15,MTD5934,MATSSMC:2,40.085483,-88.276276,Mattis & Sumac (East Side),,,,,,,,,,,,,,,,,,,,,,,,,
MATSSTHWD,Mattis and Southwood,MTD2313,10209.81,MTD2313,MATSSTHWD:2,40.095015,-88.276382,Mattis & Southwood (SE Corner),MTD2313,MATSSTHWD:4,40.095158,-88.27655,Mattis & Southwood (NW Corner),,,,,,,,,,,,,,,,,,,,
MATSSTNGT,Mattis and Stonegate Dr.,MTD5653,8985.56,MTD5653,MATSSTNGT:4,40.10464,-88.276695,Mattis & Stonegate (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MATSUSPS,Mattis at Post Office,MTD2521,13581.75,MTD2521,MATSUSPS:1,40.137258,-88.277305,Mattis at Post Office (West Side),,,,,,,,,,,,,,,,,,,,,,,,,
MATSWDSR,Mattis and Windsor,MTD4143,12736.99,MTD4143,MATSWDSR:1,40.083785,-88.276047,Mattis & Windsor (NE Corner),MTD4143,MATSWDSR:3,40.083635,-88.276577,Mattis & Windsor (SW Corner),,,,,,,,,,,,,,,,,,,,
MATSWLM,Mattis and William,MTD2770,8918.56,MTD2770,MATSWLM:2,40.106487,-88.276522,Mattis & William (SE Corner),MTD2770,MATSWLM:4,40.10661,-88.276725,Mattis & William (NW Corner),,,,,,,,,,,,,,,,,,,,
MCNLYERKA,McKinley and Eureka,MTD0002,14162.32,MTD0002,MCNLYERKA:2,40.125378,-88.262645,McKinley & Eureka (SE Corner),MTD0002,MCNLYERKA:4,40.125512,-88.262752,McKinley & Eureka (NW Corner),,,,,,,,,,,,,,,,,,,,
MCNLYHVAD,McKinley and Harvard,MTD4155,13909.26,MTD4155,MCNLYHVAD:2,40.123617,-88.262632,McKinley & Harvard (SE Corner),MTD4155,MCNLYHVAD:4,40.123852,-88.262722,McKinley & Harvard (NW Corner),,,,,,,,,,,,,,,,,,,,
MCRTRCA,MacArthur and California,MTD7505,38209.58,MTD7505,MCRTRCA:2,40.107483,-88.171485,MacArthur & California (SE Corner),MTD7505,MCRTRCA:4,40.107657,-88.17158,MacArthur & California (NW Corner),,,,,,,,,,,,,,,,,,,,
MEIJER,Meijer Drive at Meijer,MTD2063,19266.79,MTD2063,MEIJER:1,40.146461,-88.2603,Meijer Dr. at Meijer (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
MERCAPLO,Mercury and Apollo Dr.,MTD6652,26581.36,MTD6652,MERCAPLO:5,40.15005,-88.230045,Mercury & Apollo (NE Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
MERCFEDEX,Mercury at FedEx,MTD6474,24706.15,MTD6474,MERCFEDEX:2,40.149467,-88.237643,Mercury at FedEx (North Side),MTD6474,MERCFEDEX:3,40.149343,-88.237815,Mercury at FedEx (SW),,,,,,,,,,,,,,,,,,,,
MERCGEMCT,Mercury and Gemini Ct.,MTD7301,25846.58,MTD7301,MERCGEMCT:1,40.14947,-88.232573,Mercury & Gemini (NE Corner),MTD7301,MERCGEMCT:3,40.149395,-88.232813,Mercury & Gemini (SW Corner),,,,,,,,,,,,,,,,,,,,
MHRYADRSN,McHenry and Anderson,MTD0062,31354.24,MTD0062,MHRYADRSN:1,40.087838,-88.199355,McHenry & Anderson (NE Corner),MTD0062,MHRYADRSN:4,40.087902,-88.199537,McHenry & Anderson (NW Corner),,,,,,,,,,,,,,,,,,,,
MHRYLYN,McHenry and Lynn,MTD2316,31810.61,MTD2316,MHRYLYN:3,40.087775,-88.197792,McHenry & Lynn (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MHRYLYN1,McHenry and Lynn St. #1,MTD4443,32075.98,MTD4443,MHRYLYN1:1,40.08784,-88.196792,McHenry & Lynn St. 1 (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MHRYLYNE,McHenry & Lynn - East,MTD3321,32022.29,MTD3321,MHRYLYNE:3,40.087787,-88.197007,McHenry & Lynn - East (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MHRYPHILO,McHenry and Philo,MTD5745,33710.06,MTD5745,MHRYPHILO:3,40.087825,-88.190718,McHenry & Philo (SW Corner),MTD5745,MHRYPHILO:4,40.087935,-88.190607,McHenry & Philo (NW Corner),MTD5745,MHRYPHILO:8,40.087865,-88.191233,McHenry & Philo (NW Far Side),,,,,,,,,,,,,,,
MHRYPND,McHenry and Pond,MTD0463,32919.76,MTD0463,MHRYPND:1,40.087863,-88.193707,McHenry & Pond (NE Corner),MTD0463,MHRYPND:3,40.087792,-88.193665,McHenry & Pond (SW Corner),,,,,,,,,,,,,,,,,,,,
MIGRNRDG,Michigan and Greenridge,MTD7918,36688.18,MTD7918,MIGRNRDG:1,40.10186,-88.177189,Michigan & Greenridge (NE Corner),MTD7918,MIGRNRDG:3,40.10182,-88.177383,Michigan & Greenridge (SW Corner),,,,,,,,,,,,,,,,,,,,
MIKNCH,Michigan and Kinch,MTD0245,35553.39,MTD0245,MIKNCH:1,40.101777,-88.181223,Michigan & Kinch (NE Corner),MTD0245,MIKNCH:2,40.101669,-88.181351,Michigan & Kinch (SE Corner),MTD0245,MIKNCH:4,40.101858,-88.181465,Michigan & Kinch (NW Corner),,,,,,,,,,,,,,,
MISMITH,Michigan and Smith,MTD1315,37021.27,MTD1315,MISMITH:2,40.101758,-88.176025,Michigan & Smith (SE Corner),MTD1315,MISMITH:3,40.101822,-88.176163,Michigan & Smith (SW Corner),,,,,,,,,,,,,,,,,,,,
MJRPSPCT,Meijer Drive and Prospect,MTD2344,19714.98,MTD2344,MJRPSPCT:4,40.146737,-88.258072,Meijer Drive & Prospect (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MKTBNB,Market St behind Barnes and Noble Books,MTD3503,21864.34,MTD3503,MKTBNB:2,40.136277,-88.23887,Barnes & Noble Books (East Side),MTD3503,MKTBNB:4,40.136408,-88.23901,Barnes & Noble Books (NW),,,,,,,,,,,,,,,,,,,,
MKTBRAD,Market St. and Bradley,MTD5657,20606.48,MTD5657,MKTBRAD:4,40.127428,-88.238893,Market & Bradley (NW Corner),MTD5657,MKTBRAD:5,40.127548,-88.238768,Market & Bradley (NE Far Side),,,,,,,,,,,,,,,,,,,,
MKTGAR,Market St. and Garwood,MTD5330,20727.93,MTD5330,MKTGAR:2,40.128405,-88.238792,Market & Garwood (SE Corner),MTD5330,MKTGAR:4,40.128592,-88.238903,Market & Garwood (NW Corner),,,,,,,,,,,,,,,,,,,,
MKTMERC,Market St. and Mercury Dr.,MTD7622,24374.19,MTD7622,MKTMERC:2,40.149225,-88.23904,Market & Mercury (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MKTMKTV,Market and Marketview,MTD0202,22146.77,MTD0202,MKTMKTV:2,40.138103,-88.238885,Market & Marketview (SE Corner),MTD0202,MKTMKTV:4,40.138268,-88.239037,Market & Marketview (NW Corner),MTD0202,MKTMKTV:5,40.138355,-88.23888,Market & Marketview (NE Far Side),,,,,,,,,,,,,,,
MKTPAUL,Market and Paul,MTD5645,23009.39,MTD5645,MKTPAUL:4,40.142742,-88.239102,Market & Paul (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MKTPLC,Market Place,MTD3171,22394,MTD3171,MKTPLC:1,40.14286,-88.241807,Market Place (NE Mall Entrance),,,,,,,,,,,,,,,,,,,,,,,,,
MKTPLCN,Market Place North Entrance,MTD0144,23030.66,MTD0144,MKTPLCN:1,40.144435,-88.240381,Market Place North Entrance (NE Corner),MTD0144,MKTPLCN:2,40.144204,-88.240259,Market Place North Entrance (East Side),MTD0144,MKTPLCN:4,40.144188,-88.240272,Market Place North Entrance (West Side),,,,,,,,,,,,,,,
MKTPLCNMKT,Market Place North Entrance and Market S,MTD7350,23306.93,MTD7350,MKTPLCNMKT:3,40.144333,-88.239273,Mkt Plc North Ent. & Market ,MTD7350,MKTPLCNMKT:4,40.144597,-88.239123,Mkt Plc North Ent. & Market ,MTD7350,MKTPLCNMKT:8,40.144472,-88.239432,Mkt Plc North Ent. & Market ,,,,,,,,,,,,,,,
MKTPLCW,Market Place West,MTD5505,21451.39,MTD5505,MKTPLCW:2,40.143111,-88.246036,Market Place West (East Side),MTD5505,MKTPLCW:4,40.142992,-88.246158,Market Place West (West Side),,,,,,,,,,,,,,,,,,,,
MKTTLP,Market and Tulip Tree,MTD3602,21283.68,MTD3602,MKTTLP:2,40.132922,-88.23883,Market & Tulip Tree (SE Corner),MTD3602,MKTTLP:7,40.132222,-88.238929,Market & Tulip Tree (West Side Shelter),,,,,,,,,,,,,,,,,,,,
MKTTWR,Market and Tower,MTD8174,20986.07,MTD8174,MKTTWR:4,40.130393,-88.238918,Market & Tower (West Side),MTD8174,MKTTWR:5,40.13053,-88.238795,Market & Tower (NE Far Side),,,,,,,,,,,,,,,,,,,,
MKTV,Marketview Dr. at Marketview Center,MTD6532,21252.84,MTD6532,MKTV:2,40.138087,-88.24251,Marketview at Marketview Center (NE),MTD6532,MKTV:3,40.137909,-88.242793,Marketview at Marketview Center (SW),,,,,,,,,,,,,,,,,,,,
MKTVANT,Marketview and Anthony,MTD4452,17379.33,MTD4452,MKTVANT:2,40.137495,-88.259088,Marketview & Anthony (SE Corner),MTD4452,MKTVANT:3,40.138107,-88.259443,Marketview & Anthony (SW Corner),MTD4452,MKTVANT:7,40.137577,-88.259212,Marketview & Anthony (SW Far Side),,,,,,,,,,,,,,,
MKTVSAMS,Marketview at Sams,MTD4771,17284.05,MTD4771,MKTVSAMS:2,40.138766,-88.260557,Marketview at Sams (East Side),MTD4771,MKTVSAMS:4,40.138856,-88.260805,Marketview at Sams (NW Corner),,,,,,,,,,,,,,,,,,,,
MKTWLBR,Market and Wilbur,MTD0098,22839.35,MTD0098,MKTWLBR:2,40.141628,-88.23893,Market & Wilbur (SE Corner),MTD0098,MKTWLBR:4,40.141978,-88.239092,Market & Wilbur (NW Corner),,,,,,,,,,,,,,,,,,,,
MLKNCPRRG,Mullikin and Copper Ridge,MTD6335,9505.43,MTD6335,MLKNCPRRG:2,40.084644,-88.321968,Mullikin & Copper Ridge (SE Corner),MTD6335,MLKNCPRRG:4,40.084789,-88.322083,Mullikin & Copper Ridge (NW Corner),,,,,,,,,,,,,,,,,,,,
MLKNCRSGT,Mullikin and Crossgate,MTD6330,7410.24,MTD6330,MLKNCRSGT:1,40.09108,-88.321678,Mullikin & Crossgate (NE Corner),MTD6330,MLKNCRSGT:2,40.090912,-88.321635,Mullikin & Crossgate (SE Corner),,,,,,,,,,,,,,,,,,,,
MLKNCTSMDW,Mullikin and Curtis Meadow,MTD2266,5010.9,MTD2266,MLKNCTSMDW:1,40.098064,-88.319769,Mullikin & Curtis Meadow (NE Corner),MTD2266,MLKNCTSMDW:2,40.097998,-88.319935,Mullikin & Curtis Meadow (SE Corner),,,,,,,,,,,,,,,,,,,,
MLKNDVRBRK,Mullikin and Doverbrook,MTD5633,7667.14,MTD5633,MLKNDVRBRK:2,40.090152,-88.321623,Mullikin & Doverbrook (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MLKNIRNWD,Mullikin and Ironwood,MTD3077,8676.53,MTD3077,MLKNIRNWD:2,40.08678,-88.320808,Mullikin & Ironwood (SE Corner),MTD3077,MLKNIRNWD:4,40.086886,-88.320863,Mullikin & Ironwood (NW Corner),,,,,,,,,,,,,,,,,,,,
MLKNPATH,Mullikin at Path,MTD5534,5932.64,MTD5534,MLKNPATH:2,40.096555,-88.322642,Mullikin at Path (East Side),,,,,,,,,,,,,,,,,,,,,,,,,
MLKNRMGNTN,Mullikin and Remington Way,MTD2470,8447.1,MTD2470,MLKNRMGNTN:4,40.087524,-88.320648,Mullikin & Remington Way (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MLKNSTNBDG,Mullikin and Stonebridge,MTD0436,8152.3,MTD0436,MLKNSTNBDG:2,40.088542,-88.321272,Mullikin & Stonebridge (SE Corner),MTD0436,MLKNSTNBDG:4,40.088673,-88.32148,Mullikin & Stonebridge (NW Corner),,,,,,,,,,,,,,,,,,,,
MLKNTRSTSHR,Mullikin and Trostshire,MTD5543,5318.46,MTD5543,MLKNTRSTSHR:1,40.097716,-88.32091,Mullikin & Trostshire (North Side),MTD5543,MLKNTRSTSHR:2,40.097607,-88.321063,Mullikin & Trostshire (SE Corner),,,,,,,,,,,,,,,,,,,,
MLKNVLA,Mullikin and Villa,MTD6147,9096,MTD6147,MLKNVLA:2,40.085885,-88.321968,Mullikin & Villa (SE Corner),MTD6147,MLKNVLA:4,40.086037,-88.321976,Mullikin & Villa (NW Corner),,,,,,,,,,,,,,,,,,,,
MLKNWSTBRGH,Mullikin and Westborough,MTD2003,6579.38,MTD2003,MLKNWSTBRGH:2,40.094268,-88.32279,Mullikin & Westborough (SE Corner),MTD2003,MLKNWSTBRGH:4,40.094437,-88.322875,Mullikin & Westborough (NW Corner),,,,,,,,,,,,,,,,,,,,
MN150,Main and Rt. 150,MTD1014,39213.25,MTD1014,MN150:2,40.113152,-88.167915,Main & University (SE Corner),MTD1014,MN150:7,40.112968,-88.168167,Main & University (SW Far Side),,,,,,,,,,,,,,,,,,,,
MNABD,Main and Art Bartell Rd.,MTD2561,34622.94,MTD2561,MNABD:1,40.11301,-88.184352,Main & Art Bartell (North Side),MTD2561,MNABD:3,40.112875,-88.184652,Main & Art Bartell (SW Corner),,,,,,,,,,,,,,,,,,,,
MNBRDY,Main and Brady,MTD6357,38516.16,MTD6357,MNBRDY:1,40.112465,-88.170433,Main & Brady (North Side),MTD6357,MNBRDY:2,40.112287,-88.170467,Main & Brady (SE Corner),MTD6357,MNBRDY:3,40.11241,-88.170626,Main & Brady (SW Corner),MTD6357,MNBRDY:7,40.11218,-88.1705,Main & Brady (SW Far Side),,,,,,,,,,
MNCHSNT,Main and Chestnut,MTD0765,19146.53,MTD0765,MNCHSNT:3,40.117442,-88.2408,Main & Chestnut (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MNCTGRV,Main and Cottage Grove,MTD4532,31550.76,MTD4532,MNCTGRV:1,40.113018,-88.195532,Main & Cottage Grove (NE Corner),MTD4532,MNCTGRV:6,40.112918,-88.195523,Main & Cottage Grove (SE Far Side),,,,,,,,,,,,,,,,,,,,
MNDWY,Main and Dewey,MTD6201,37904.01,MTD6201,MNDWY:3,40.112628,-88.172683,Main & Dewey (SW Corner),MTD6201,MNDWY:8,40.112702,-88.17275,Main & Dewey (North Side),,,,,,,,,,,,,,,,,,,,
MNENIS,Main and Ennis,MTD6306,38225.17,MTD6306,MNENIS:1,40.112558,-88.171498,Main & Ennis (North Side),MTD6306,MNENIS:3,40.11252,-88.17162,Main & Ennis (SW Corner),,,,,,,,,,,,,,,,,,,,
MNFREMNT,Main and Fremont,MTD3452,18652.94,MTD3452,MNFREMNT:1,40.117992,-88.242711,Main & Fremont (NE Corner),MTD3452,MNFREMNT:3,40.117925,-88.242823,Main & Fremont (South Side),,,,,,,,,,,,,,,,,,,,
MNGLVR,Main and Glover,MTD1663,32124.45,MTD1663,MNGLVR:1,40.112988,-88.193382,Main & Glover (North Side),MTD1663,MNGLVR:3,40.112905,-88.193552,Main & Glover (SW Corner),,,,,,,,,,,,,,,,,,,,
MNGRV,Main and Grove,MTD4246,29870.46,MTD4246,MNGRV:1,40.112952,-88.201513,Main & Grove (North Side),MTD4246,MNGRV:3,40.112827,-88.201592,Main & Grove (SW Corner),,,,,,,,,,,,,,,,,,,,
MNHTL,Main and Hartle,MTD4754,32444.88,MTD4754,MNHTL:1,40.113003,-88.192233,Main & Hartle (North Side),MTD4754,MNHTL:3,40.112917,-88.192403,Main & Hartle (SW Corner),,,,,,,,,,,,,,,,,,,,
MNILEAS,Main at ILEAS,MTD9620,34076.24,MTD9620,MNILEAS:1,40.11291,-88.18647,Main at ILEAS (South Side),MTD9620,MNILEAS:2,40.112995,-88.186458,Main at ILEAS (North Side),,,,,,,,,,,,,,,,,,,,
MNLRMN,Main and Lierman,MTD0660,33356.5,MTD0660,MNLRMN:1,40.112999,-88.188728,Main & Lierman (North Side),MTD0660,MNLRMN:2,40.112782,-88.188765,Main & Lierman (SE Corner),MTD0660,MNLRMN:3,40.112895,-88.189804,Main & Lierman (SW Near Side),MTD0660,MNLRMN:7,40.112638,-88.188858,Main & Lierman (SW Far Side),,,,,,,,,,
MNLYN,Main and Lynn,MTD5574,30899.45,MTD5574,MNLYN:1,40.113025,-88.197718,Main & Lynn (NE Corner),MTD5574,MNLYN:3,40.11296,-88.198013,Main & Lynn (SW Corner),,,,,,,,,,,,,,,,,,,,
MNSCWD,Main and Scottswood,MTD4515,37284.32,MTD4515,MNSCWD:1,40.11293,-88.174885,Main & Scottswood (North Side),MTD4515,MNSCWD:3,40.112837,-88.175017,Main & Scottswood (SW Corner),,,,,,,,,,,,,,,,,,,,
MNSMITH,Main and Smith Rd.,MTD4421,36317.38,MTD4421,MNSMITH:1,40.113057,-88.1783,Main & Smith (NE Corner),MTD4421,MNSMITH:3,40.112915,-88.178512,Main & Smith (South Side),,,,,,,,,,,,,,,,,,,,
MNUBNA,Main and Urbana,MTD1645,29243.98,MTD1645,MNUBNA:1,40.11265,-88.203627,Main & Urbana (North Side),MTD1645,MNUBNA:3,40.112475,-88.203932,Main & Urbana (SW Corner),,,,,,,,,,,,,,,,,,,,
MNVIN,Main and Vine,MTD4205,28891.53,MTD4205,MNVIN:2,40.112267,-88.20488,Main & Vine (SE Corner),MTD4205,MNVIN:3,40.112415,-88.205207,Main & Vine (SW Corner),MTD4205,MNVIN:4,40.112637,-88.205092,Main & Vine (NW Corner),,,,,,,,,,,,,,,
MNWLNT,Main and Walnut,MTD3630,18821.31,MTD3630,MNWLNT:2,40.117662,-88.242049,Main & Walnut (SE Corner),MTD3630,MNWLNT:3,40.11777,-88.242242,Main & Walnut (SW Corner),,,,,,,,,,,,,,,,,,,,
MPLPKMPLWD,Maplepark and Maplewood,MTD4441,4386.66,MTD4441,MPLPKMPLWD:2,40.103447,-88.294297,Maplepark & Maplewood (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MPLPKSANG,Maplepark and Sangamon,MTD5201,4647.74,MTD5201,MPLPKSANG:2,40.101983,-88.294277,Maplepark & Sangamon (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
MPLPKWLM,Maplepark and William,MTD0563,4051.36,MTD0563,MPLPKWLM:1,40.106025,-88.294278,Maplepark & William (NE Corner),MTD0563,MPLPKWLM:2,40.105997,-88.294348,Maplepark & William (SE Corner),MTD0563,MPLPKWLM:3,40.105966,-88.294485,Maplepark & William (SW Corner),,,,,,,,,,,,,,,
MRANLSD,Moraine and Lake Shore Dr,MTD4666,7035.83,MTD4666,MRANLSD:2,40.091185,-88.297623,Moraine & Lake Shore (SE Corner),MTD4666,MRANLSD:3,40.091238,-88.297793,Moraine & Lake Shore (SW Corner),,,,,,,,,,,,,,,,,,,,
